ApGrain,ApHeDate,ApHe1sigerr,ApPbDate,ApPb1sigerr
Ap056,54.9740425917869,1.56481446877596,98.6192547221276,3.06148499519908
Ap057,62.0465601023191,2.48767060820099,89.491996012453,1.61212588086908
Ap058,55.6645984190548,2.55607837852291,88.9271863817425,2.40032797889247
Ap059,44.6488371211467,2.08125403915139,98.8500451859442,3.35183355764375
Ap060,61.5645848328369,1.5214016733026,89.8476172012711,1.634959961265
Ap061,65.4224109413101,3.20043818182844,88.2687423482474,1.2152783003973
Ap062,81.395498971304,3.40460555589098,104.155802675817,2.5216109320207
Ap063,49.0761811980236,1.85357037362413,106.707562018148,1.66587021448957
Ap064,53.1115893298723,1.23075711702395,93.3884068483457,2.51186094515634
Ap065,68.6704274128025,3.54641398674292,105.046910285483,3.52894428349317
Ap066,39.9951303077394,0.958881118355241,92.4302735480561,2.15557632904825
Ap067,56.2703545078726,1.91434175054721,109.703391624293,2.20891365383863
Ap068,76.2794388099295,2.79396974806613,109.567080134554,2.63667855433884
Ap069,60.6226230311678,3.24638237341943,108.36734533012,3.02972249304527
Ap070,59.7726506377858,2.65723617612489,110.617563271861,0.866039637219114
Ap071,54.8292408768919,2.39328118475036,101.01526835153,2.78065752019751
Ap072,68.9943722400016,2.45581499968509,95.0581752320055,1.8812509668094
Ap073,42.6617031703818,2.0443691491418,97.6970265110641,2.65889556152521
Ap074,59.6852969930494,2.55320881788237,101.24907910249,1.78654835709024
Ap075,62.5617821101976,3.57570779858847,93.8606791649977,1.68137614491731
Ap076,63.6333825637159,3.26367586794797,100.642509981224,2.73673807034408
Ap077,81.0241574197126,2.70623810345439,102.527001035669,3.17646326206473
Ap078,83.0333657754261,3.48124122032091,108.148037824323,2.46667915120543
Ap079,56.7265007854365,1.83414029336592,107.348370806071,2.56707598316114
Ap080,91.8713491640512,3.69623053326122,111.871814554266,2.63916331561292
Ap081,127.331316569646,4.80565528432194,108.767097464822,2.07064952537089
Ap082,129.450203621712,4.98729843691461,100.848090943229,1.95826169381336
Ap083,120.092688400019,4.5996545508964,119.903952347065,2.93979616523873
Ap084,138.461563259447,5.86667184353226,104.878456036289,2.86284995760029
Ap085,123.522506624993,4.70506129926906,88.9906827820282,2.40726654640231
Ap086,125.083974392726,5.56440067271162,99.3262315258539,2.77874726274891
Ap087,125.078850245101,4.83781526538102,103.702056699454,2.03940405061887
Ap088,123.608333242347,4.47120241427002,96.2294884359182,2.97130166391601
Ap089,119.029476441726,5.12824701816024,102.889880787289,3.39908958316486
Ap090,133.58689588176,5.19067604455165,104.929977915154,3.0323207568283
Ap091,74.664916179501,2.90237639173617,86.3333711774938,2.65203690198658
Ap092,97.6375585155479,4.25229592410895,101.880493348398,3.04971154733912
Ap093,100.208352555,3.89532581009542,108.838824473034,2.81496706080253
Ap094,90.5543753532455,3.17375344995695,99.9733386228326,2.09143247509032
Ap095,74.0811675787164,2.79504500511462,84.5654213696216,2.2966163975495
Ap096,79.24536084534,4.60297222432456,85.471652815476,2.40482117149385
Ap097,92.3138443202754,3.99213594240849,97.3431533766797,3.22352279992622
Ap098,104.482364721936,4.52038479307474,109.735316062166,2.76860668926511
Ap099,82.6016569194034,3.41041175366047,91.7278702503885,1.39412378117238
Ap100,90.899420613489,3.00281459361584,101.067215278545,2.3443746219059
Ap101,98.2573368667294,3.75683269351972,96.2800492625857,2.8325193140367
Ap102,99.3556447390927,4.40512980486414,97.7242723495696,2.62516326334162
Ap103,123.096264321477,3.54887474999086,122.006471519936,3.09817869337006
Ap104,107.286988941531,4.01626183497595,105.901032190539,2.1005784206838
