ReferenceSystem,GrainID,Age_Ma,Age_1sigma_Ma
ZrnUPb,Ref043,105.964078309305,0.960349228827847
ZrnUPb,Ref044,99.6473181430384,0.944863043796648
ZrnUPb,Ref045,100.442230210942,0.733378933196175
ZrnUPb,Ref046,101.848227940997,0.900245555449878
ZrnUPb,Ref047,111.873682914865,1.22844597297535
ZrnUPb,Ref048,86.1059435216146,1.2414046092183
ZrnUPb,Ref049,147.419759264049,1.43085686161688
ZrnUPb,Ref050,154.264344951978,2.05134701092886
ZrnUPb,Ref051,142.767391988661,1.48582912333546
ZrnUPb,Ref052,148.707916902203,1.45407463940152
ZrnUPb,Ref053,139.317625577723,1.88590786808927
ZrnUPb,Ref054,153.515871413169,1.55375472193089
ZrnUPb,Ref055,155.856099764795,1.3550523597285
ZrnUPb,Ref056,145.241628427424,1.74098761872916
ZrnUPb,Ref057,157.28719175665,1.61026746078432
ZrnUPb,Ref058,141.142360140708,2.20546880215077
ZrnUPb,Ref059,168.305777937824,1.64444132569115
ZrnUPb,Ref060,150.175136550437,2.16827643378198
ZrnUPb,Ref061,148.22366130991,2.3409685184366
ZrnUPb,Ref062,154.581971610145,1.75341479975406
ZrnUPb,Ref063,154.886346676077,2.07207282522203
ZrnUPb,Ref064,131.586623555761,1.63401539145135
ZrnUPb,Ref065,156.938439418175,2.23206108939577
ZrnUPb,Ref066,140.866341406664,1.63490894523464
ZrnUPb,Ref067,155.512553346697,1.85135097615471
ZrnUPb,Ref068,159.267000748572,1.79488831427431
ZrnUPb,Ref069,158.578834603144,1.64942047993718
ZrnUPb,Ref070,152.082407792983,1.95246759070517
ZrnUPb,Ref071,150.394187585788,1.99061381222145
ZrnUPb,Ref072,127.804803737119,1.58593560090615
ZrnUPb,Ref073,162.968757820362,2.05682897246525
ZrnUPb,Ref074,142.496840781846,1.88003672113587
ZrnUPb,Ref075,149.927829070023,2.06904490130804
ZrnUPb,Ref076,137.436100626054,1.91021602302751
ZrnUPb,Ref077,130.460114656596,2.22148891606209
ZrnUPb,Ref078,156.102145773315,2.07960148632735
ZrnUPb,Ref079,137.804761314165,1.68560574264447
ZrnUPb,Ref080,158.201376025259,1.50504313075614
ZrnUPb,Ref081,146.62176107542,2.05139162889259
ZrnUPb,Ref082,128.751671298059,2.08186634984888
ZrnUPb,Ref083,140.853499357384,1.62567786978285
ZrnUPb,Ref084,162.386713052196,1.69256475927729
ZrnUPb,Ref085,242.049513851125,2.54469415413858
ZrnUPb,Ref086,220.034171440027,2.51521567565455
ZrnUPb,Ref087,216.379885278296,2.23458142485938
ZrnUPb,Ref088,218.791846371448,2.17582089805918
ZrnUPb,Ref089,201.302931291992,2.67800378239644
ZrnUPb,Ref090,210.152723912064,2.69287124821624
ZrnUPb,Ref091,218.99122092683,2.64038268222378
ZrnUPb,Ref092,229.347770339551,2.73913732536346
ZrnUPb,Ref093,215.095660341693,2.75388777843862
ZrnUPb,Ref094,236.173032545181,2.21695918311423
ZrnUPb,Ref095,244.751998856959,2.65671638003133
ZrnUPb,Ref096,206.307415351761,2.82726569883483
ZrnUPb,Ref097,233.486706970507,2.71295098736694
ZrnUPb,Ref098,218.015160269638,2.88320297940306
ZrnUPb,Ref099,244.729608408685,2.5625403828679
ZrnUPb,Ref100,198.048639053087,2.85520368565719
ZrnUPb,Ref101,233.087713935475,2.84230730803439
ZrnUPb,Ref102,222.055560329673,2.70899167011267
ZrnUPb,Ref103,209.970964354387,3.25645924279306
ZrnUPb,Ref104,184.932522173475,2.38659614116032
ZrnUPb,Ref105,224.555863846186,2.53388605812607
ZrnUPb,Ref106,237.16297579868,2.88020878868576
ZrnUPb,Ref107,199.533355389536,2.9017834784506
ZrnUPb,Ref108,223.134143741376,2.51730749646005
ZrnUPb,Ref109,212.909329003209,2.5326462778502
ZrnUPb,Ref110,231.370362517859,2.39782852019157
ZrnUPb,Ref111,201.796837679147,2.56912732454138
ZrnUPb,Ref112,230.019020839054,2.97413075576325
ZrnUPb,Ref113,215.658016023684,2.7094346284879
ZrnUPb,Ref114,211.213310010727,2.56334014295357
ZrnUPb,Ref115,184.627929851779,2.59310558671905
ZrnUPb,Ref116,190.438900647338,2.28618812691538
ZrnUPb,Ref117,220.923728067698,2.81896994036523
ZrnUPb,Ref118,213.637374862394,3.27535694126711
ZrnUPb,Ref119,242.881129109607,3.02311668368707
ZrnUPb,Ref120,201.111809125924,2.31301128513582
