Chronometer,GrainID,Age_Ma,Age_1sigma_Ma,PairID,PairRole,UseForModel
HblAr,Hbl060,86.3829033023013,2.64457921488663,,,1
HblAr,Hbl061,127.254863302748,4.48096311589945,,,1
HblAr,Hbl062,106.193171298789,3.04922185937583,,,1
HblAr,Hbl063,125.858019355797,3.63723614303061,,,1
HblAr,Hbl064,108.048819601432,3.61352128179246,,,1
HblAr,Hbl065,106.909678285971,3.15868361922169,,,1
HblAr,Hbl066,106.92797393793,3.12366358203256,,,1
HblAr,Hbl067,126.437241606941,3.71980650098185,,,1
HblAr,Hbl068,121.955916620886,3.42248210034414,,,1
HblAr,Hbl069,117.691962743074,3.20573297590264,,,1
HblAr,Hbl070,112.764914523705,3.38203889475632,,,1
HblAr,Hbl071,128.316016224393,3.82469972656221,,,1
HblAr,Hbl072,113.773353222679,3.7146658940362,,,1
HblAr,Hbl073,126.497983184147,3.62126897691397,,,1
HblAr,Hbl074,115.174047257107,3.51104890883959,,,1
HblAr,Hbl075,113.308332882747,3.48200862448261,,,1
HblAr,Hbl076,115.880393570088,3.17632745406911,,,1
HblAr,Hbl077,111.041336224924,3.48456181706049,,,1
HblAr,Hbl078,124.428281405288,3.1371777254234,,,1
HblAr,Hbl079,117.081611702774,3.91855312854661,,,1
HblAr,Hbl080,108.966380854405,2.92356936756247,,,1
HblAr,Hbl081,128.987237198237,3.74913635519955,,,1
HblAr,Hbl082,113.516736641196,3.00821555317894,,,1
HblAr,Hbl083,118.30658583342,3.8385117466819,,,1
HblAr,Hbl084,129.194163328936,3.94514045014843,,,1
HblAr,Hbl085,120.72713987742,3.26830200630232,,,1
HblAr,Hbl086,105.506941221251,3.37734388312045,,,1
HblAr,Hbl087,130.194963708404,3.5306144974547,,,1
HblAr,Hbl088,120.831241592143,3.93064256517123,,,1
HblAr,Hbl089,112.047168439713,3.09933242902577,,,1
HblAr,Hbl090,106.178162179902,2.85844453010036,,,1
HblAr,Hbl091,125.820755678109,3.40552102570678,,,1
HblAr,Hbl092,120.602182677855,3.57998531278013,,,1
HblAr,Hbl093,118.00383275929,3.60607520487014,,,1
HblAr,Hbl094,128.816777491529,3.55622530162368,,,1
HblAr,Hbl095,125.657916336736,4.09129748578807,,,1
HblAr,Hbl096,106.550246391983,3.1519455024507,,,1
HblAr,Hbl097,111.351662033866,3.36391876782229,,,1
HblAr,Hbl098,109.454674194434,3.23003164190196,,,1
HblAr,Hbl099,124.31838877718,3.63813404536065,,,1
HblAr,Hbl100,103.005973042073,3.16402945452577,,,1
ApHe,Ap001,40.3817448782744,1.53220904268983,ApPair:Ap001,expected_younger,1
ApHe,Ap002,50.7019352030477,2.53430862499414,ApPair:Ap002,expected_younger,1
ApHe,Ap003,43.4245040556315,1.18183696034809,ApPair:Ap003,expected_younger,1
ApHe,Ap004,75.9661835181955,3.03050883578319,ApPair:Ap004,expected_younger,1
ApHe,Ap005,69.6097388444516,2.11282153094498,ApPair:Ap005,expected_younger,1
ApHe,Ap006,47.393489064505,1.84350217433325,ApPair:Ap006,expected_younger,1
ApHe,Ap007,47.3993714417625,1.00536867894528,ApPair:Ap007,expected_younger,1
ApHe,Ap008,34.6157944860675,0.594239194199941,ApPair:Ap008,expected_younger,1
ApHe,Ap009,47.6303145972053,1.05480386594581,ApPair:Ap009,expected_younger,1
ApHe,Ap010,60.7089037416828,2.72922883097109,ApPair:Ap010,expected_younger,1
ApHe,Ap011,62.8124689885249,2.97461544221025,ApPair:Ap011,expected_younger,1
ApHe,Ap012,45.0762653170764,1.89255149111617,ApPair:Ap012,expected_younger,1
ApHe,Ap013,78.9611776505276,3.79053674204844,ApPair:Ap013,expected_younger,1
ApHe,Ap014,51.8235841223949,1.88505357504036,ApPair:Ap014,expected_younger,1
ApHe,Ap015,32.8633528079268,1.1617013421943,ApPair:Ap015,expected_younger,1
ApHe,Ap016,42.8751869871214,2.30107267385664,ApPair:Ap016,expected_younger,1
ApHe,Ap017,56.6054519933695,1.86956042142146,ApPair:Ap017,expected_younger,1
ApHe,Ap018,50.6077426926269,3.02797173976602,ApPair:Ap018,expected_younger,1
ApHe,Ap019,47.6714407522436,0.371173910963266,ApPair:Ap019,expected_younger,1
ApHe,Ap020,48.3921809416178,2.70563359823933,ApPair:Ap020,expected_younger,1
ApHe,Ap021,36.9906083102632,0.916801655084331,ApPair:Ap021,expected_younger,1
ApHe,Ap022,60.1197881379226,2.62670197994789,ApPair:Ap022,expected_younger,1
ApHe,Ap023,33.2352645786253,1.40235082274699,ApPair:Ap023,expected_younger,1
ApHe,Ap024,37.7071421965688,2.79537264770711,ApPair:Ap024,expected_younger,1
ApHe,Ap025,59.8758073534798,1.9246990389041,ApPair:Ap025,expected_younger,1
ApHe,Ap026,64.7835968264574,2.69426826320107,ApPair:Ap026,expected_younger,1
ApHe,Ap027,70.3033229156506,3.13490413520681,ApPair:Ap027,expected_younger,1
ApHe,Ap028,72.7162946521943,2.93007990268279,ApPair:Ap028,expected_younger,1
ApHe,Ap029,72.6062354760305,3.03818224359654,ApPair:Ap029,expected_younger,1
ApHe,Ap030,45.5751479474698,2.0545901520253,ApPair:Ap030,expected_younger,1
ApHe,Ap031,67.184913142856,2.52128262602627,ApPair:Ap031,expected_younger,1
ApHe,Ap032,57.2677970569841,2.5344963634242,ApPair:Ap032,expected_younger,1
ApHe,Ap033,39.1491333942608,1.67901568437855,ApPair:Ap033,expected_younger,1
ApHe,Ap034,70.0806290164389,3.60479200291057,ApPair:Ap034,expected_younger,1
ApHe,Ap035,40.1699276360599,0.429695965586602,ApPair:Ap035,expected_younger,1
ApHe,Ap036,60.4550625670329,1.78428344518843,ApPair:Ap036,expected_younger,1
ApHe,Ap037,74.8001660504986,3.26986413492729,ApPair:Ap037,expected_younger,1
ApHe,Ap038,41.3408305704438,2.18214612298977,ApPair:Ap038,expected_younger,1
ApHe,Ap039,42.7507351796117,1.67532571704799,ApPair:Ap039,expected_younger,1
ApHe,Ap040,29.076736442753,1.3135547903636,ApPair:Ap040,expected_younger,1
ApHe,Ap041,42.0547482322016,1.47372313691194,ApPair:Ap041,expected_younger,1
ApHe,Ap042,32.0795896755535,0.719626450448245,ApPair:Ap042,expected_younger,1
ApHe,Ap043,58.4086638153264,2.28742885571609,ApPair:Ap043,expected_younger,1
ApHe,Ap044,64.2775264660269,2.41590424280695,ApPair:Ap044,expected_younger,1
ApHe,Ap045,35.1253945509478,1.4997905670048,ApPair:Ap045,expected_younger,1
ApHe,Ap046,39.862978941653,1.04542081050975,ApPair:Ap046,expected_younger,1
ApHe,Ap047,25.1986689151131,1.53846113049132,ApPair:Ap047,expected_younger,1
ApHe,Ap048,51.0436560304105,2.75223538781398,ApPair:Ap048,expected_younger,1
ApHe,Ap049,58.9813141620599,2.46020076867202,ApPair:Ap049,expected_younger,1
ApHe,Ap050,36.7012412389316,1.50972584779031,ApPair:Ap050,expected_younger,1
ApHe,Ap051,51.7475189994704,1.80557768950217,ApPair:Ap051,expected_younger,1
ApHe,Ap052,33.2669134461381,1.87180396882909,ApPair:Ap052,expected_younger,1
ApHe,Ap053,38.7418615311144,1.76029845469432,ApPair:Ap053,expected_younger,1
ApHe,Ap054,44.3756745563507,1.48683802943815,ApPair:Ap054,expected_younger,1
ApHe,Ap055,41.7691629526812,1.95338904341956,ApPair:Ap055,expected_younger,1
ApHe,Ap056,30.3443004686778,2.09516482030103,ApPair:Ap056,expected_younger,1
ApHe,Ap057,61.4501853350288,3.08521298096123,ApPair:Ap057,expected_younger,1
ApHe,Ap058,34.3329994457718,1.75277269261225,ApPair:Ap058,expected_younger,1
ApHe,Ap059,50.5699194985837,2.31891369645491,ApPair:Ap059,expected_younger,1
ApHe,Ap060,38.1288147530966,1.46684251901061,ApPair:Ap060,expected_younger,1
ApHe,Ap061,59.1072328584485,3.40760565106797,ApPair:Ap061,expected_younger,1
ApHe,Ap062,48.5870998040793,2.54075509973151,ApPair:Ap062,expected_younger,1
ApHe,Ap063,54.7489936638345,1.76805431734639,ApPair:Ap063,expected_younger,1
ApHe,Ap064,68.5942564323411,2.08649842007823,ApPair:Ap064,expected_younger,1
ApHe,Ap065,37.8218307677692,1.25301711608103,ApPair:Ap065,expected_younger,1
ApHe,Ap066,63.0917283632814,2.98998473567698,ApPair:Ap066,expected_younger,1
ApHe,Ap067,55.9968536542903,3.85775014407736,ApPair:Ap067,expected_younger,1
ApHe,Ap068,27.3456118141374,1.28450637517575,ApPair:Ap068,expected_younger,1
ApHe,Ap069,27.3694931650826,0.933476732141316,ApPair:Ap069,expected_younger,1
ApHe,Ap070,50.3040854062632,3.06823729712363,ApPair:Ap070,expected_younger,1
ApHe,Ap071,49.4788202838346,2.54698155870848,ApPair:Ap071,expected_younger,1
ApHe,Ap072,55.7750250976672,2.44979672867992,ApPair:Ap072,expected_younger,1
ApHe,Ap073,57.7099026172984,2.29180630601958,ApPair:Ap073,expected_younger,1
ApHe,Ap074,48.3931263328853,1.86296479420275,ApPair:Ap074,expected_younger,1
ApHe,Ap075,38.1478316023994,1.44091342320897,ApPair:Ap075,expected_younger,1
ApHe,Ap076,37.2048587937422,1.18308366315759,ApPair:Ap076,expected_younger,1
ApHe,Ap077,38.7055738994946,2.24222843116997,ApPair:Ap077,expected_younger,1
ApHe,Ap078,40.4798247327272,2.11885641298637,ApPair:Ap078,expected_younger,1
ApHe,Ap079,70.6865904356224,2.92104581943528,ApPair:Ap079,expected_younger,1
ApHe,Ap080,46.2803933068724,2.38146757629857,ApPair:Ap080,expected_younger,1
ApHe,Ap081,106.151175200333,5.15539186760556,ApPair:Ap081,expected_younger,1
ApHe,Ap082,115.990577646475,5.10373406603361,ApPair:Ap082,expected_younger,1
ApHe,Ap083,113.830610027468,4.28007879678519,ApPair:Ap083,expected_younger,1
ApHe,Ap084,122.754083655166,4.86014900651254,ApPair:Ap084,expected_younger,1
ApHe,Ap085,112.018300251042,4.07149396898629,ApPair:Ap085,expected_younger,1
ApHe,Ap086,107.341340328552,4.81462654532716,ApPair:Ap086,expected_younger,1
ApHe,Ap087,107.859833641057,4.42261361719739,ApPair:Ap087,expected_younger,1
ApHe,Ap088,120.230212634349,4.15496131409767,ApPair:Ap088,expected_younger,1
ApHe,Ap089,117.364361266325,5.04562473468187,ApPair:Ap089,expected_younger,1
ApHe,Ap090,107.022453522456,4.34995789388908,ApPair:Ap090,expected_younger,1
ApHe,Ap091,83.758234479728,3.18964061635389,ApPair:Ap091,expected_younger,1
ApHe,Ap092,75.4278284944322,2.84803747545238,ApPair:Ap092,expected_younger,1
ApHe,Ap093,98.461875462053,4.20189865419131,ApPair:Ap093,expected_younger,1
ApHe,Ap094,81.7060857322008,3.29860005845731,ApPair:Ap094,expected_younger,1
ApHe,Ap095,80.8321064626174,3.84528581103423,ApPair:Ap095,expected_younger,1
ApHe,Ap096,78.8867441268515,3.17974999003431,ApPair:Ap096,expected_younger,1
ApHe,Ap097,86.9690399044342,4.25364736864404,ApPair:Ap097,expected_younger,1
ApHe,Ap098,77.7958507073679,3.26644390257686,ApPair:Ap098,expected_younger,1
ApHe,Ap099,79.438053732892,3.22172936597774,ApPair:Ap099,expected_younger,1
ApHe,Ap100,83.0931823323167,4.12768958267904,ApPair:Ap100,expected_younger,1
ApHe,Ap101,94.4224618832581,3.61256388317388,ApPair:Ap101,expected_younger,1
ApHe,Ap102,102.026608180836,3.53151488489019,ApPair:Ap102,expected_younger,1
ApHe,Ap103,99.9406022380259,3.3374039646835,ApPair:Ap103,expected_younger,1
ApHe,Ap104,94.5808431139204,4.32251405856075,ApPair:Ap104,expected_younger,1
ApUPb,Ap001,76.3219342541694,2.12359988003013,ApPair:Ap001,expected_older,1
ApUPb,Ap002,95.3359391251363,2.82782735755835,ApPair:Ap002,expected_older,1
ApUPb,Ap003,88.8282500903372,1.49448397992425,ApPair:Ap003,expected_older,1
ApUPb,Ap004,97.7783439090773,1.80666313213986,ApPair:Ap004,expected_older,1
ApUPb,Ap005,104.59424342951,1.08669643870348,ApPair:Ap005,expected_older,1
ApUPb,Ap006,92.4278856930745,2.05194581936097,ApPair:Ap006,expected_older,1
ApUPb,Ap007,87.524821784966,2.34853671935902,ApPair:Ap007,expected_older,1
ApUPb,Ap008,88.8753881336004,2.04531513038398,ApPair:Ap008,expected_older,1
ApUPb,Ap009,93.9780598619631,2.30334630768324,ApPair:Ap009,expected_older,1
ApUPb,Ap010,87.22628082494,2.97737049111358,ApPair:Ap010,expected_older,1
ApUPb,Ap011,85.6352188845421,1.89435318037549,ApPair:Ap011,expected_older,1
ApUPb,Ap012,90.773036445329,2.28967476768648,ApPair:Ap012,expected_older,1
ApUPb,Ap013,100.021630072192,3.22925539032598,ApPair:Ap013,expected_older,1
ApUPb,Ap014,95.2546073733335,2.25823811444255,ApPair:Ap014,expected_older,1
ApUPb,Ap015,90.4725624649251,2.4550897270036,ApPair:Ap015,expected_older,1
ApUPb,Ap016,85.8941541021566,2.83989053121593,ApPair:Ap016,expected_older,1
ApUPb,Ap017,92.1322490416303,3.26756554986956,ApPair:Ap017,expected_older,1
ApUPb,Ap018,96.339271430321,1.89039325488364,ApPair:Ap018,expected_older,1
ApUPb,Ap019,86.0015563719042,3.12470665432425,ApPair:Ap019,expected_older,1
ApUPb,Ap020,90.2168525142552,2.23907420320698,ApPair:Ap020,expected_older,1
ApUPb,Ap021,94.6492006613242,2.20988770284083,ApPair:Ap021,expected_older,1
ApUPb,Ap022,95.5638936499535,2.36591349511938,ApPair:Ap022,expected_older,1
ApUPb,Ap023,91.6828871315819,3.13403746320214,ApPair:Ap023,expected_older,1
ApUPb,Ap024,93.9211678748113,2.33863066700912,ApPair:Ap024,expected_older,1
ApUPb,Ap025,87.7074527450516,2.01813853590359,ApPair:Ap025,expected_older,1
ApUPb,Ap026,87.558048861464,2.41320882081582,ApPair:Ap026,expected_older,1
ApUPb,Ap027,94.3344429707477,2.02929232536485,ApPair:Ap027,expected_older,1
ApUPb,Ap028,93.4451676782563,1.65590551875362,ApPair:Ap028,expected_older,1
ApUPb,Ap029,96.3839539062677,1.86480227919718,ApPair:Ap029,expected_older,1
ApUPb,Ap030,92.8954188841241,1.69443638663704,ApPair:Ap030,expected_older,1
ApUPb,Ap031,90.0324590812652,1.77473669363792,ApPair:Ap031,expected_older,1
ApUPb,Ap032,90.0268222687346,1.56040984702041,ApPair:Ap032,expected_older,1
ApUPb,Ap033,92.9441458330389,2.45913418537035,ApPair:Ap033,expected_older,1
ApUPb,Ap034,91.0115064458719,1.66730814258638,ApPair:Ap034,expected_older,1
ApUPb,Ap035,92.7486669396173,2.1045454858414,ApPair:Ap035,expected_older,1
ApUPb,Ap036,91.7292535579689,3.24383443006735,ApPair:Ap036,expected_older,1
ApUPb,Ap037,99.5267591553649,2.44748259413367,ApPair:Ap037,expected_older,1
ApUPb,Ap038,89.2103171850098,2.74692659051595,ApPair:Ap038,expected_older,1
ApUPb,Ap039,87.9084490508071,1.63263945787327,ApPair:Ap039,expected_older,1
ApUPb,Ap040,84.1756169838351,1.78111060652528,ApPair:Ap040,expected_older,1
ApUPb,Ap041,91.457589984357,1.26558712845556,ApPair:Ap041,expected_older,1
ApUPb,Ap042,84.2188268909475,1.6839636893361,ApPair:Ap042,expected_older,1
ApUPb,Ap043,89.6900467181787,1.96035566894173,ApPair:Ap043,expected_older,1
ApUPb,Ap044,91.3751082172158,2.11983931376474,ApPair:Ap044,expected_older,1
ApUPb,Ap045,85.1499846165822,1.46054728692518,ApPair:Ap045,expected_older,1
ApUPb,Ap046,92.1363685123435,1.69761257288319,ApPair:Ap046,expected_older,1
ApUPb,Ap047,84.81887459514,2.06973580039456,ApPair:Ap047,expected_older,1
ApUPb,Ap048,87.5483631068676,1.46154733379976,ApPair:Ap048,expected_older,1
ApUPb,Ap049,93.8620375937712,2.23327662636218,ApPair:Ap049,expected_older,1
ApUPb,Ap050,87.7577596686114,2.19820118544463,ApPair:Ap050,expected_older,1
ApUPb,Ap051,85.3796606095911,2.36905614968073,ApPair:Ap051,expected_older,1
ApUPb,Ap052,90.4972064702806,1.9227248269396,ApPair:Ap052,expected_older,1
ApUPb,Ap053,93.0783716048349,2.77856047624657,ApPair:Ap053,expected_older,1
ApUPb,Ap054,81.5354356513514,2.28070066576581,ApPair:Ap054,expected_older,1
ApUPb,Ap055,91.8040056643411,1.64442845415142,ApPair:Ap055,expected_older,1
ApUPb,Ap056,80.5260154320651,2.35310243775908,ApPair:Ap056,expected_older,1
ApUPb,Ap057,85.5751400884661,2.69803130700131,ApPair:Ap057,expected_older,1
ApUPb,Ap058,90.4351157129545,2.47926440770973,ApPair:Ap058,expected_older,1
ApUPb,Ap059,90.780014396498,2.69399703840448,ApPair:Ap059,expected_older,1
ApUPb,Ap060,91.1871133974063,1.23221040795116,ApPair:Ap060,expected_older,1
ApUPb,Ap061,91.9092168996729,1.83158946999342,ApPair:Ap061,expected_older,1
ApUPb,Ap062,104.408028943927,2.26913869333167,ApPair:Ap062,expected_older,1
ApUPb,Ap063,90.317060813201,2.24131111115772,ApPair:Ap063,expected_older,1
ApUPb,Ap064,89.027762491553,2.46860212839131,ApPair:Ap064,expected_older,1
ApUPb,Ap065,94.0371098245398,2.14159937147621,ApPair:Ap065,expected_older,1
ApUPb,Ap066,86.7431954347267,2.09505452453163,ApPair:Ap066,expected_older,1
ApUPb,Ap067,88.7693991579069,2.37565449026769,ApPair:Ap067,expected_older,1
ApUPb,Ap068,85.3480904961696,1.72476855995783,ApPair:Ap068,expected_older,1
ApUPb,Ap069,85.3937790425849,1.92337879724051,ApPair:Ap069,expected_older,1
ApUPb,Ap070,93.2416009311947,2.73349026478995,ApPair:Ap070,expected_older,1
ApUPb,Ap071,94.7523087706265,3.27688368844588,ApPair:Ap071,expected_older,1
ApUPb,Ap072,93.7128459768,2.36647630265099,ApPair:Ap072,expected_older,1
ApUPb,Ap073,89.4383334852209,2.25161186327921,ApPair:Ap073,expected_older,1
ApUPb,Ap074,81.539708147682,1.10323886279091,ApPair:Ap074,expected_older,1
ApUPb,Ap075,85.0485698454809,2.05854455537742,ApPair:Ap075,expected_older,1
ApUPb,Ap076,87.2998399712494,2.22688644431597,ApPair:Ap076,expected_older,1
ApUPb,Ap077,90.3687356485286,2.06049461802573,ApPair:Ap077,expected_older,1
ApUPb,Ap078,92.0645504445094,1.84053117096157,ApPair:Ap078,expected_older,1
ApUPb,Ap079,94.33483455757,2.24031035734109,ApPair:Ap079,expected_older,1
ApUPb,Ap080,86.0572054949756,1.3582642107897,ApPair:Ap080,expected_older,1
ApUPb,Ap081,97.138610948351,2.02195160781139,ApPair:Ap081,expected_older,1
ApUPb,Ap082,94.3542032034276,2.14952615095736,ApPair:Ap082,expected_older,1
ApUPb,Ap083,90.7760825355807,1.99274505264209,ApPair:Ap083,expected_older,1
ApUPb,Ap084,92.2122482951333,1.89999215722657,ApPair:Ap084,expected_older,1
ApUPb,Ap085,89.5299685070589,2.73279667429186,ApPair:Ap085,expected_older,1
ApUPb,Ap086,85.8308152713438,2.28567551940661,ApPair:Ap086,expected_older,1
ApUPb,Ap087,88.6893687425748,2.44770284241584,ApPair:Ap087,expected_older,1
ApUPb,Ap088,92.0996580804651,2.82725140867144,ApPair:Ap088,expected_older,1
ApUPb,Ap089,83.8504817517632,2.09392290587091,ApPair:Ap089,expected_older,1
ApUPb,Ap090,87.1689687654673,1.48184519808578,ApPair:Ap090,expected_older,1
ApUPb,Ap091,86.5993025408779,2.23912634471388,ApPair:Ap091,expected_older,1
ApUPb,Ap092,84.4375198090234,2.25323638492712,ApPair:Ap092,expected_older,1
ApUPb,Ap093,101.189505525695,2.94586348438297,ApPair:Ap093,expected_older,1
ApUPb,Ap094,91.9246863251044,2.18517265773122,ApPair:Ap094,expected_older,1
ApUPb,Ap095,89.8945287341823,1.75302501818242,ApPair:Ap095,expected_older,1
ApUPb,Ap096,81.7002319332705,1.7701679005973,ApPair:Ap096,expected_older,1
ApUPb,Ap097,89.8174170452861,1.90156051330621,ApPair:Ap097,expected_older,1
ApUPb,Ap098,89.6622464923796,2.49425452289629,ApPair:Ap098,expected_older,1
ApUPb,Ap099,85.1807616904532,2.20657052564344,ApPair:Ap099,expected_older,1
ApUPb,Ap100,88.7996038029856,1.99904927377275,ApPair:Ap100,expected_older,1
ApUPb,Ap101,93.3580725049617,2.94004642653912,ApPair:Ap101,expected_older,1
ApUPb,Ap102,101.401357105788,2.82125355261544,ApPair:Ap102,expected_older,1
ApUPb,Ap103,98.2748818641347,2.38167303147355,ApPair:Ap103,expected_older,1
ApUPb,Ap104,93.2432367393167,1.91271531414462,ApPair:Ap104,expected_older,1
ZrnHe,Zrn001,54.1775264622993,1.52384941281176,ZrnPair:Zrn001,expected_younger,1
ZrnHe,Zrn002,69.3718313592704,1.72665575215822,ZrnPair:Zrn002,expected_younger,1
ZrnHe,Zrn003,71.668327474396,3.78496546003451,ZrnPair:Zrn003,expected_younger,1
ZrnHe,Zrn004,58.2476493118172,2.07746722394582,ZrnPair:Zrn004,expected_younger,1
ZrnHe,Zrn005,70.6575640413956,3.64994213676963,ZrnPair:Zrn005,expected_younger,1
ZrnHe,Zrn006,48.1730041311617,1.88349785239267,ZrnPair:Zrn006,expected_younger,1
ZrnHe,Zrn007,68.6924404029411,2.59806613168098,ZrnPair:Zrn007,expected_younger,1
ZrnHe,Zrn008,59.4071285372855,2.02728174005947,ZrnPair:Zrn008,expected_younger,1
ZrnHe,Zrn009,49.9554070594983,1.71822121187619,ZrnPair:Zrn009,expected_younger,1
ZrnHe,Zrn010,54.7388672023439,2.13020733027523,ZrnPair:Zrn010,expected_younger,1
ZrnHe,Zrn011,54.943808206945,2.34908679909478,ZrnPair:Zrn011,expected_younger,1
ZrnHe,Zrn012,66.7955355964117,2.9966568261884,ZrnPair:Zrn012,expected_younger,1
ZrnHe,Zrn013,47.4599193955661,1.85891856491848,ZrnPair:Zrn013,expected_younger,1
ZrnHe,Zrn014,55.2700828902557,1.83087877884494,ZrnPair:Zrn014,expected_younger,1
ZrnHe,Zrn015,49.0952812531014,1.59437470325785,ZrnPair:Zrn015,expected_younger,1
ZrnHe,Zrn016,44.8734489893888,2.04314708888055,ZrnPair:Zrn016,expected_younger,1
ZrnHe,Zrn017,41.1475567890311,1.38393838673752,ZrnPair:Zrn017,expected_younger,1
ZrnHe,Zrn018,62.4907675240471,2.01415898342805,ZrnPair:Zrn018,expected_younger,1
ZrnHe,Zrn019,78.8864199606473,2.26650258043625,ZrnPair:Zrn019,expected_younger,1
ZrnHe,Zrn020,57.915501705093,1.62907551890066,ZrnPair:Zrn020,expected_younger,1
ZrnHe,Zrn021,56.675179562011,1.53198143856635,ZrnPair:Zrn021,expected_younger,1
ZrnHe,Zrn022,68.0619517137284,1.85677130535105,ZrnPair:Zrn022,expected_younger,1
ZrnHe,Zrn023,48.9041304430465,0.473045593974139,ZrnPair:Zrn023,expected_younger,1
ZrnHe,Zrn024,45.2517943533918,1.86051637433053,ZrnPair:Zrn024,expected_younger,1
ZrnHe,Zrn025,67.1343714631049,2.19305290659296,ZrnPair:Zrn025,expected_younger,1
ZrnHe,Zrn026,55.7641511875108,2.09986667303425,ZrnPair:Zrn026,expected_younger,1
ZrnHe,Zrn027,80.9589233032612,2.02857457580597,ZrnPair:Zrn027,expected_younger,1
ZrnHe,Zrn028,69.5314723090772,3.40363586980512,ZrnPair:Zrn028,expected_younger,1
ZrnHe,Zrn029,50.981232393026,2.1045619589151,ZrnPair:Zrn029,expected_younger,1
ZrnHe,Zrn030,53.5835331848409,1.17929807669244,ZrnPair:Zrn030,expected_younger,1
ZrnHe,Zrn031,48.3575157189043,1.42674605521078,ZrnPair:Zrn031,expected_younger,1
ZrnHe,Zrn032,62.6562460616046,3.11905049525416,ZrnPair:Zrn032,expected_younger,1
ZrnHe,Zrn033,57.6877191501769,2.78274661467662,ZrnPair:Zrn033,expected_younger,1
ZrnHe,Zrn034,38.0493301504135,1.24924991561403,ZrnPair:Zrn034,expected_younger,1
