ZrnGrain,ZrnHeDate,ZrnHe1sigerr,ZrnPbDate,ZrnPb1sigerr
Zrn046,50.8209869431644,2.40369344735101,84.7875201014069,0.857911242761252
Zrn047,46.0275412505494,1.28786129787306,91.5806455062237,1.95444406616713
Zrn048,47.4757708377206,0.876175185201776,88.1036418620552,1.66699855965098
Zrn049,47.447162285566,2.14619087361306,90.6768024607168,1.89669786369203
Zrn050,50.4402989314959,2.36772025708016,88.497716766371,0.714118901052652
Zrn051,48.6269181098448,2.43335133393293,87.8565978679696,3.03866579041216
Zrn052,59.1063270240013,2.85221087665059,103.828174828787,2.96202239753233
Zrn053,71.8064991598192,2.14854545470057,95.5448794698907,2.5897809781288
Zrn054,54.9768913310396,1.76206359546428,87.1067650585495,2.19324981171778
Zrn055,73.3472445011978,2.96014165215314,96.0895749648839,1.28927978024288
Zrn056,40.0143046375316,2.16708984787221,89.5826849174142,2.13793825538291
Zrn057,47.8292962076734,0.810986064873334,95.8713730967049,1.60997985865079
Zrn058,76.5048615529473,3.1434240749887,92.884799950845,0.795164784082073
Zrn059,49.171817779356,1.23563321807732,88.8669488174051,1.54439316485175
Zrn060,35.1546269625241,0.670945431856456,82.5383180720724,1.62564785551347
Zrn061,64.0366603868517,2.260118748855,85.3567974663083,2.00554180865767
Zrn062,55.9176152203502,2.18886996657255,90.7956982896922,1.85536681148666
Zrn063,44.7923590295173,1.75609269238431,91.8344494450988,1.50134088179935
Zrn064,71.3059303827923,1.89601903591321,87.4940396332953,3.12241370107166
Zrn065,44.0735465245834,2.05374873276619,83.4832558782228,1.55667358086338
Zrn066,69.2854747587646,2.15773702514003,94.6926900168039,1.36133608844643
Zrn067,46.7366429434898,1.07947556608293,94.0905097816684,2.54080192234537
Zrn068,41.6581817622696,1.67858802099537,90.6452203430575,2.04341057050387
Zrn069,72.3371069987039,3.59087317503034,83.7797718898383,1.03760961927718
Zrn070,78.9813784770723,2.95624319212093,85.7235206436469,0.844403202374869
Zrn071,68.6712629917645,2.78908546009186,79.2916895016577,1.77685556858151
Zrn072,86.1417736547716,3.43109046409851,96.5872676401223,2.06222157147655
Zrn073,76.3985804670407,2.77557006982127,81.5895851994733,1.09196281616866
Zrn074,80.8856352388728,2.35118122893887,91.1747899803796,3.14649489139637
Zrn075,86.1368295449356,2.91376334250656,88.5069058920906,1.59237886807724
Zrn076,82.7818931897332,2.86093295064888,90.7445919745537,1.68029858677589
Zrn077,88.0247333502574,2.62171560266131,92.3248217231344,2.97737169442329
Zrn078,93.2654911901535,3.39490733632267,96.4711600479263,1.74174596860692
Zrn079,84.9328767783545,2.96606476028483,87.7024087946466,2.16053412729048
Zrn080,76.8131160122704,1.45909493811979,85.7760037710518,1.505167906633
Zrn081,80.5139607543882,2.59599064050844,85.9127103920688,1.39285311061623
Zrn082,85.2841805200735,3.43872248744413,94.5318482353612,2.4768082955769
Zrn083,106.307126815979,2.25870679054266,97.4370699024461,1.8370417456877
Zrn084,111.305806756612,4.11769137902449,91.0749941668995,2.59838319145139
Zrn085,115.789825847507,4.04078818735914,91.7932545751662,1.29133644492586
Zrn086,120.814463296779,4.19803898388047,92.5226973931821,1.56262433050089
Zrn087,111.375050058641,4.13369466547214,84.588990074557,0.575493137109826
Zrn088,117.51782752874,4.65431203711592,99.415891003888,2.2846398750061
Zrn089,122.719554964724,4.01543482949229,88.8836279028577,1.56038944165315
Zrn090,117.317263763646,4.39407327788077,87.5653084656129,2.2935115051063
